nspEO_9/1002,param,out;SOLVED;0,12698;0,746;0,87298;8722;22806
nspEO_9/1049,param,out;SOLVED;402,236;0,752;402,988;10145;28031
nspEO_9/1050,param,out;SOLVED;0,484926;0,776;1,260926;10432;29483
nspEO_9/1056,param,out;SOLVED;1,90471;0,75;2,65471;8895;23467
nspEO_9/1059,param,out;SOLVED;3,39348;0,77;4,16348;11798;32397
nspEO_9/1061,param,out;SOLVED;1,04884;0,752;1,80084;10239;29125
nspEO_9/10,param,out;SOLVED;0,008998;0,822;0,830998;3573;7191
nspEO_9/1101,param,out;SOLVED;0,06199;0,752;0,81399;10216;28119
nspEO_9/118,param,out;SOLVED;0,016997;0,759;0,775997;4557;9962
nspEO_9/1252,param,out;SOLVED;0,72089;0,749;1,46989;8964;24245
nspEO_9/1263,param,out;SOLVED;0,017997;0,758;0,775997;5621;12398
nspEO_9/1295,param,out;SOLVED;0,072988;0,817;0,889988;7568;18623
nspEO_9/1320,param,out;SOLVED;0,371943;0,748;1,119943;11158;30033
nspEO_9/1333,param,out;SOLVED;0,842871;0,75;1,592871;8973;22898
nspEO_9/139,param,out;SOLVED;0,020996;0,729;0,749996;5185;11903
nspEO_9/1409,param,out;SOLVED;0,833873;0,784;1,617873;11601;36544
nspEO_9/1413,param,out;SOLVED;0,487925;0,746;1,233925;13406;39408
nspEO_9/1555,param,out;TIMEOUT;;;600;10800;30093
nspEO_9/1606,param,out;SOLVED;0,12998;0,792;0,92198;17226;50959
nspEO_9/1618,param,out;SOLVED;0,408937;0,74;1,148937;10150;25815
nspEO_9/1641,param,out;SOLVED;0,146977;0,779;0,925977;13359;43396
nspEO_9/1670,param,out;SOLVED;0,138978;0,778;0,916978;11343;36050
nspEO_9/1675,param,out;SOLVED;0,094985;0,784;0,878985;9799;29962
nspEO_9/1717,param,out;SOLVED;0,058991;0,772;0,830991;10338;30538
nspEO_9/172,param,out;SOLVED;0,022996;0,717;0,739996;4560;10362
nspEO_9/1747,param,out;SOLVED;0,06299;0,752;0,81499;11648;36163
nspEO_9/1769,param,out;SOLVED;0,360945;0,766;1,126945;12432;38524
nspEO_9/1773,param,out;SOLVED;0,071989;0,767;0,838989;11410;34498
nspEO_9/1779,param,out;SOLVED;0,188971;0,813;1,001971;11018;33431
nspEO_9/1802,param,out;SOLVED;0,099984;0,757;0,856984;10527;30895
nspEO_9/1850,param,out;SOLVED;2,16567;0,787;2,95267;12463;37654
nspEO_9/1858,param,out;SOLVED;0,102984;0,809;0,911984;17655;57602
nspEO_9/1905,param,out;SOLVED;0,554915;0,8;1,354915;12344;38740
nspEO_9/1952,param,out;SOLVED;0,209968;0,797;1,006968;13503;41241
nspEO_9/2007,param,out;SOLVED;0,186971;0,795;0,981971;13957;43572
nspEO_9/2068,param,out;SOLVED;2,67059;0,81;3,48059;13131;40925
nspEO_9/208,param,out;SOLVED;0,011998;0,731;0,742998;4179;8582
nspEO_9/2109,param,out;SOLVED;0,302953;0,767;1,069953;13514;40814
nspEO_9/2174,param,out;SOLVED;2,45563;0,804;3,25963;15850;53801
nspEO_9/2204,param,out;SOLVED;0,485926;0,798;1,283926;12542;39792
nspEO_9/2217,param,out;SOLVED;3,90141;0,799;4,70041;20181;60052
nspEO_9/2234,param,out;SOLVED;1,88671;0,789;2,67571;14573;45857
nspEO_9/2275,param,out;SOLVED;30,5694;0,796;31,3654;20516;69925
nspEO_9/2281,param,out;SOLVED;1,51577;0,778;2,29377;14936;46170
nspEO_9/2412,param,out;SOLVED;0,700893;0,787;1,487893;15128;44671
nspEO_9/2445,param,out;SOLVED;0,013997;0,736;0,749997;3623;7489
nspEO_9/2477,param,out;SOLVED;0,012998;0,739;0,751998;3583;7441
nspEO_9/2504,param,out;SOLVED;0,015997;0,75;0,765997;3929;8640
nspEO_9/258,param,out;SOLVED;0,021996;0,731;0,752996;5423;12431
nspEO_9/2596,param,out;SOLVED;0,015997;0,747;0,762997;4109;8773
nspEO_9/2598,param,out;SOLVED;0,009998;0,718;0,727998;3847;7959
nspEO_9/2669,param,out;SOLVED;0,098984;0,736;0,834984;5395;12440
nspEO_9/2733,param,out;SOLVED;0,008998;0,729;0,737998;3533;7237
nspEO_9/2766,param,out;SOLVED;0,015997;0,73;0,745997;4190;9305
nspEO_9/2782,param,out;SOLVED;0,015997;0,713;0,728997;3648;7936
nspEO_9/289,param,out;SOLVED;0,013997;0,755;0,768997;4085;8780
nspEO_9/2912,param,out;SOLVED;0,018997;0,741;0,759997;5375;11710
nspEO_9/2920,param,out;SOLVED;0,015997;0,736;0,751997;4745;9688
nspEO_9/2938,param,out;SOLVED;0,155976;0,746;0,901976;6993;17664
nspEO_9/3003,param,out;SOLVED;0,014997;0,793;0,807997;3876;8194
nspEO_9/3024,param,out;SOLVED;0,007998;0,716;0,723998;3416;7058
nspEO_9/3084,param,out;SOLVED;0,013997;0,743;0,756997;4061;8506
nspEO_9/3094,param,out;SOLVED;0,008998;0,739;0,747998;4032;8236
nspEO_9/3171,param,out;SOLVED;0,032994;0,732;0,764994;6153;13932
nspEO_9/3247,param,out;SOLVED;0,035994;0,743;0,778994;5338;12922
nspEO_9/32,param,out;SOLVED;0,011998;0,746;0,757998;3888;8179
nspEO_9/3321,param,out;SOLVED;0,018997;0,723;0,741997;4213;9812
nspEO_9/3333,param,out;SOLVED;0,035994;0,76;0,795994;7154;18190
nspEO_9/3376,param,out;SOLVED;0,026995;0,728;0,754995;5817;14417
nspEO_9/3377,param,out;SOLVED;0,050992;0,732;0,782992;6040;15166
