mrcpsp_9/j3010_10,mm,param,out;SOLVED;0,241;4,994;5,235;35233;77863
mrcpsp_9/j3010_1,mm,param,out;SOLVED;0,162;2,583;2,745;25725;55208
mrcpsp_9/j3010_2,mm,param,out;SOLVED;0,207;3,751;3,958;32915;72223
mrcpsp_9/j3010_3,mm,param,out;SOLVED;0,173;2,571;2,744;25960;55924
mrcpsp_9/j3010_4,mm,param,out;SOLVED;0,117;2,702;2,819;18279;39894
mrcpsp_9/j3010_5,mm,param,out;SOLVED;0,25;5,119;5,369;36799;81423
mrcpsp_9/j3010_6,mm,param,out;SOLVED;0,206;2,731;2,937;30422;65161
mrcpsp_9/j3010_7,mm,param,out;SOLVED;0,165;2,611;2,776;27296;58189
mrcpsp_9/j3010_8,mm,param,out;SOLVED;0,214;3,101;3,315;33662;71457
mrcpsp_9/j3010_9,mm,param,out;SOLVED;0,15;3,11;3,26;25338;54570
mrcpsp_9/j3011_10,mm,param,out;SOLVED;0,417;6,309;6,726;60373;128814
mrcpsp_9/j3011_1,mm,param,out;SOLVED;0,152;2,607;2,759;27033;56823
mrcpsp_9/j3011_2,mm,param,out;SOLVED;0,112;2,205;2,317;20549;43717
mrcpsp_9/j3011_3,mm,param,out;SOLVED;0,179;2,652;2,831;27818;59001
mrcpsp_9/j3011_4,mm,param,out;SOLVED;0,192;2,971;3,163;29138;62520
mrcpsp_9/j3011_5,mm,param,out;SOLVED;0,142;2,439;2,581;23602;49675
mrcpsp_9/j3011_6,mm,param,out;SOLVED;0,262;3,242;3,504;40314;84705
mrcpsp_9/j3011_7,mm,param,out;SOLVED;0,339;4,137;4,476;49275;105072
mrcpsp_9/j3011_8,mm,param,out;SOLVED;0,289;3,518;3,807;44482;93655
mrcpsp_9/j3011_9,mm,param,out;SOLVED;0,245;3,234;3,479;38834;82313
mrcpsp_9/j3012_10,mm,param,out;SOLVED;0,156;2,446;2,602;25658;53716
mrcpsp_9/j3012_1,mm,param,out;SOLVED;0,235;2,851;3,086;37150;77726
mrcpsp_9/j3012_2,mm,param,out;SOLVED;0,254;3,397;3,651;40030;84944
mrcpsp_9/j3012_3,mm,param,out;SOLVED;0,211;2,712;2,923;36221;74374
mrcpsp_9/j3012_4,mm,param,out;SOLVED;0,227;2,932;3,159;36117;75729
mrcpsp_9/j3012_5,mm,param,out;SOLVED;0,256;2,798;3,054;40748;85432
mrcpsp_9/j3012_6,mm,param,out;SOLVED;0,131;2,598;2,729;22780;47430
mrcpsp_9/j3012_7,mm,param,out;SOLVED;0,387;4,315;4,702;59117;124157
mrcpsp_9/j3012_8,mm,param,out;SOLVED;0,199;2,788;2,987;33313;69503
mrcpsp_9/j3012_9,mm,param,out;SOLVED;0,389;3,674;4,063;62202;129421
mrcpsp_9/j3013_10,mm,param,out;SOLVED;276,926;8,121;285,047;90926;193191
mrcpsp_9/j3013_1,mm,param,out;SOLVED;0,611;8,092;8,703;97491;205279
mrcpsp_9/j3013_2,mm,param,out;TIMEOUT;;;600;;
mrcpsp_9/j3013_3,mm,param,out;SOLVED;96,372;6,623;102,995;85555;181511
mrcpsp_9/j3013_4,mm,param,out;SOLVED;47,857;8,281;56,138;80475;171580
mrcpsp_9/j3013_5,mm,param,out;SOLVED;49,969;4,273;54,242;78874;164451
mrcpsp_9/j3013_6,mm,param,out;SOLVED;6,613;9,415;16,028;95762;201512
mrcpsp_9/j3013_7,mm,param,out;SOLVED;15,242;5,878;21,120;85740;180251
mrcpsp_9/j3013_8,mm,param,out;SOLVED;0,548;2,86;3,408;46396;97277
mrcpsp_9/j3013_9,mm,param,out;SOLVED;44,737;5,591;50,328;82270;173590
mrcpsp_9/j3014_10,mm,param,out;SOLVED;0,316;3,026;3,342;55777;115505
mrcpsp_9/j3014_1,mm,param,out;SOLVED;0,482;4,962;5,444;85939;178481
mrcpsp_9/j3014_2,mm,param,out;SOLVED;0,659;2,642;3,301;58769;119866
mrcpsp_9/j3014_3,mm,param,out;SOLVED;1,03;4,353;5,383;96600;198860
mrcpsp_9/j3014_4,mm,param,out;SOLVED;2,496;4,435;6,931;92161;190060
mrcpsp_9/j3014_5,mm,param,out;SOLVED;0,802;2,731;3,533;54934;113040
mrcpsp_9/j3014_6,mm,param,out;SOLVED;0,317;2,56;2,877;49477;101182
mrcpsp_9/j3014_7,mm,param,out;SOLVED;0,461;3,78;4,241;77605;160477
mrcpsp_9/j3014_8,mm,param,out;SOLVED;0,577;4,866;5,443;87650;182577
mrcpsp_9/j3014_9,mm,param,out;SOLVED;0,445;3,284;3,729;70589;145339
mrcpsp_9/j3015_10,mm,param,out;SOLVED;0,627;3,612;4,239;109348;222543
mrcpsp_9/j3015_1,mm,param,out;SOLVED;0,497;3,075;3,572;94789;191236
mrcpsp_9/j3015_2,mm,param,out;SOLVED;0,818;4,84;5,658;139773;286299
mrcpsp_9/j3015_3,mm,param,out;SOLVED;0,541;3,501;4,042;87086;178143
mrcpsp_9/j3015_4,mm,param,out;SOLVED;0,689;4,058;4,747;120206;245026
mrcpsp_9/j3015_5,mm,param,out;SOLVED;1,068;3,262;4,330;76823;158477
mrcpsp_9/j3015_6,mm,param,out;SOLVED;0,38;2,687;3,067;71285;145410
mrcpsp_9/j3015_7,mm,param,out;SOLVED;0,531;3,454;3,985;95293;195339
mrcpsp_9/j3015_8,mm,param,out;SOLVED;0,523;2,816;3,339;86908;176582
mrcpsp_9/j3015_9,mm,param,out;SOLVED;0,712;4,398;5,110;121810;249023
mrcpsp_9/j3016_10,mm,param,out;SOLVED;0,834;3,965;4,799;143027;289121
mrcpsp_9/j3016_1,mm,param,out;SOLVED;0,874;3,916;4,790;155952;315950
mrcpsp_9/j3016_2,mm,param,out;SOLVED;0,641;3,268;3,909;110372;222275
mrcpsp_9/j3016_3,mm,param,out;SOLVED;0,97;3,459;4,429;152947;308993
mrcpsp_9/j3016_4,mm,param,out;SOLVED;0,518;2,391;2,909;83021;167248
mrcpsp_9/j3016_5,mm,param,out;SOLVED;0,661;3,984;4,645;105988;216253
mrcpsp_9/j3016_6,mm,param,out;SOLVED;0,477;3,129;3,606;84248;171382
