instance,model,SRTimeOut,SRTime,solverMemOut,solverTimeOut,solverTime,solverNodeOut,nNodes,sat,cmd,bound,snsTimeLimit
inst-57-1-1139903203,model,0,8.169,0,0,481.996,0,-1,yes,../wrapper.py 57 1 1139903203 bacp -n_courses 62 -n_periods 30 -load_per_period_lb 7 -load_per_period_ub 42 -courses_per_period_lb 2 -courses_per_period_ub 8 -course_load_min 2 -course_load_max 6 -probability_of_edge 0.3458,NA,NA
inst-57-1-2050821110,model,0,7.965,0,0,48.3837,0,-1,yes,../wrapper.py 57 1 2050821110 bacp -n_courses 62 -n_periods 30 -load_per_period_lb 7 -load_per_period_ub 42 -courses_per_period_lb 2 -courses_per_period_ub 8 -course_load_min 2 -course_load_max 6 -probability_of_edge 0.3458,NA,NA
inst-57-1-570235764,model,0,7.907,0,0,21.3942,0,-1,yes,../wrapper.py 57 1 570235764 bacp -n_courses 62 -n_periods 30 -load_per_period_lb 7 -load_per_period_ub 42 -courses_per_period_lb 2 -courses_per_period_ub 8 -course_load_min 2 -course_load_max 6 -probability_of_edge 0.3458,NA,NA
inst-57-1-823094821,model,0,7.78,0,0,71.8853,0,-1,yes,../wrapper.py 57 1 823094821 bacp -n_courses 62 -n_periods 30 -load_per_period_lb 7 -load_per_period_ub 42 -courses_per_period_lb 2 -courses_per_period_ub 8 -course_load_min 2 -course_load_max 6 -probability_of_edge 0.3458,NA,NA
